country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","27-03-2026 08:00:00",27.103358,93.679645,PM10,29,152,78
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","27-03-2026 08:00:00",27.103358,93.679645,NO2,7,7,7
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","27-03-2026 08:00:00",27.103358,93.679645,NH3,1,1,1
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","27-03-2026 08:00:00",26.071318,91.87488,PM10,68,161,96
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","27-03-2026 08:00:00",26.071318,91.87488,SO2,18,32,31
India,Assam,Guwahati,"IITG, Guwahati - PCBA","27-03-2026 08:00:00",26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA","27-03-2026 08:00:00",26.2028636,91.70046436,SO2,31,35,33
India,Assam,Guwahati,"IITG, Guwahati - PCBA","27-03-2026 08:00:00",26.2028636,91.70046436,CO,6,19,15
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","27-03-2026 08:00:00",26.10887,91.589544,NH3,2,13,4
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","27-03-2026 08:00:00",26.10887,91.589544,CO,14,74,25
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","27-03-2026 08:00:00",13.67,79.35,PM10,39,119,75
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","27-03-2026 08:00:00",13.67,79.35,SO2,1,41,12
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","27-03-2026 08:00:00",13.615387,79.409230,PM10,49,61,53
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","27-03-2026 08:00:00",16.536107,80.594233,NO2,13,25,16
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","27-03-2026 08:00:00",16.536107,80.594233,CO,17,44,30
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","27-03-2026 08:00:00",16.509717,80.612222,PM2.5,60,99,78
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","27-03-2026 08:00:00",16.509717,80.612222,PM10,58,94,75
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","27-03-2026 08:00:00",16.509717,80.612222,SO2,13,21,18
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","27-03-2026 08:00:00",16.554731,80.649110,PM10,43,62,47
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","27-03-2026 08:00:00",26.187500,91.744194,CO,20,73,37
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","27-03-2026 08:00:00",26.349082,92.68449,PM2.5,19,56,33
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","27-03-2026 08:00:00",26.349082,92.68449,CO,18,24,23
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","27-03-2026 08:00:00",26.446912,91.439057,PM2.5,22,58,41
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","27-03-2026 08:00:00",26.446912,91.439057,CO,20,22,21
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","27-03-2026 08:00:00",26.446912,91.439057,OZONE,15,17,16
India,Assam,Silchar,"Tarapur, Silchar - PCBA","27-03-2026 08:00:00",24.82827,92.79525,PM10,46,75,58
India,Assam,Silchar,"Tarapur, Silchar - PCBA","27-03-2026 08:00:00",24.82827,92.79525,NH3,1,1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA","27-03-2026 08:00:00",24.82827,92.79525,SO2,5,7,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA","27-03-2026 08:00:00",24.82827,92.79525,CO,20,49,33
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","27-03-2026 08:00:00",16.186555,81.13219,NO2,7,35,18
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","27-03-2026 08:00:00","14.438164 ","79.966814 ",CO,14,28,18
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","27-03-2026 08:00:00",16.9872867,81.7363176,PM2.5,23,47,34
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","27-03-2026 08:00:00",16.9872867,81.7363176,CO,20,36,24
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","27-03-2026 08:00:00",16.9872867,81.7363176,OZONE,3,27,8
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","27-03-2026 08:00:00",25.42742023,86.13886079,OZONE,37,52,43
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","27-03-2026 08:00:00",26.80365,84.51954,PM2.5,13,68,38
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","27-03-2026 08:00:00",26.80365,84.51954,CO,26,60,35
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","27-03-2026 08:00:00",25.251013,86.989001,PM10,59,149,97
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","27-03-2026 08:00:00",25.251013,86.989001,NO2,7,11,8
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","27-03-2026 08:00:00",25.251013,86.989001,OZONE,8,26,16
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","27-03-2026 08:00:00",25.265194,87.012947,NO2,6,8,7
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","27-03-2026 08:00:00",25.204762,85.514960,PM10,10,69,32
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","27-03-2026 08:00:00",25.204762,85.514960,SO2,10,10,10
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","27-03-2026 08:00:00",24.792403,84.992416,PM2.5,22,320,99
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","27-03-2026 08:00:00",26.146529,87.454184,PM10,41,121,78
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","27-03-2026 08:00:00",26.146529,87.454184,OZONE,10,11,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","27-03-2026 08:00:00",25.5626095,84.663264,PM2.5,15,133,72
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","27-03-2026 08:00:00",25.5626095,84.663264,NH3,1,2,2
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","27-03-2026 08:00:00",16.711754,81.092095,CO,12,33,18
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","27-03-2026 08:00:00",16.316553,80.413302,SO2,7,15,13
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","27-03-2026 08:00:00",16.316553,80.413302,CO,8,27,12
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","27-03-2026 08:00:00",11.654054,92.734055,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","27-03-2026 08:00:00",13.204880,79.097889,OZONE,26,50,37
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","27-03-2026 08:00:00",26.0881305,87.93840336,SO2,5,10,8
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","27-03-2026 08:00:00",27.308328,84.531742,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","27-03-2026 08:00:00",30.719859,76.738637,SO2,5,6,6
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","27-03-2026 08:00:00",30.719859,76.738637,CO,28,57,42
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","27-03-2026 08:00:00",21.194815,81.314770,SO2,7,55,21
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","27-03-2026 08:00:00",21.194815,81.314770,OZONE,3,84,9
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","27-03-2026 08:00:00",21.185571,81.343175,PM2.5,19,80,57
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","27-03-2026 08:00:00",21.185571,81.343175,PM10,30,102,68
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","27-03-2026 08:00:00",22.08815,82.13737,PM2.5,38,96,65
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","27-03-2026 08:00:00",22.08815,82.13737,NO2,17,145,30
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","27-03-2026 08:00:00",22.08815,82.13737,SO2,7,12,9
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","27-03-2026 08:00:00",22.118125,83.140608,SO2,12,83,31
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","27-03-2026 08:00:00",22.118125,83.140608,CO,18,92,67
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","27-03-2026 08:00:00",25.586562,85.043586,NO2,46,57,50
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","27-03-2026 08:00:00",25.586562,85.043586,OZONE,23,37,31
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","27-03-2026 08:00:00",25.592539,85.227158,SO2,4,8,6
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","27-03-2026 08:00:00",25.592539,85.227158,CO,2,124,23
India,Bihar,Patna,"Muradpur, Patna - BSPCB","27-03-2026 08:00:00",25.619651,85.147382,PM2.5,71,230,131
India,Bihar,Patna,"Muradpur, Patna - BSPCB","27-03-2026 08:00:00",25.619651,85.147382,NH3,3,7,6
India,Bihar,Patna,"Muradpur, Patna - BSPCB","27-03-2026 08:00:00",25.619651,85.147382,CO,2,169,11
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","27-03-2026 08:00:00",25.599486,85.113666,NO2,10,11,11
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","27-03-2026 08:00:00",25.599486,85.113666,NH3,1,1,1
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","27-03-2026 08:00:00",25.599486,85.113666,CO,2,109,36
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","27-03-2026 08:00:00",26.2271665,84.3570427,NO2,2,2,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","27-03-2026 08:00:00",26.2271665,84.3570427,CO,22,95,55
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","27-03-2026 08:00:00",30.735567,76.775714,SO2,4,20,11
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","27-03-2026 08:00:00",30.735567,76.775714,OZONE,22,99,43
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","27-03-2026 08:00:00",30.751462,76.762879,PM2.5,34,62,52
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","27-03-2026 08:00:00",30.751462,76.762879,NH3,11,11,11
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","27-03-2026 08:00:00",30.719859,76.738637,NO2,11,77,27
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","27-03-2026 08:00:00",25.892357,86.590325,OZONE,1,26,12
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","27-03-2026 08:00:00",25.859655,85.77944,OZONE,7,9,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","27-03-2026 08:00:00",24.952822,84.002396,PM10,47,138,81
India,Bihar,Munger,"Town Hall, Munger - BSPCB","27-03-2026 08:00:00",25.376776,86.471523,NH3,2,3,3
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","27-03-2026 08:00:00",26.1403345,85.3650192,NH3,NA,NA,NA
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","27-03-2026 08:00:00",26.1209,85.3647,SO2,3,6,6
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","27-03-2026 08:00:00",22.368195,82.746431,OZONE,2,15,4
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","27-03-2026 08:00:00",22.348441,82.549611,NH3,1,1,1
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","27-03-2026 08:00:00",22.126650,83.483212,OZONE,1,43,4
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","27-03-2026 08:00:00",25.366336,87.117468,NH3,2,2,2
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","27-03-2026 08:00:00",25.03280,85.41948,NO2,12,15,14
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","27-03-2026 08:00:00",26.63086,84.90051,OZONE,3,4,3
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","27-03-2026 08:00:00",24.952822,84.002396,SO2,2,5,4
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","27-03-2026 08:00:00",21.258815,81.578979,PM10,43,169,88
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","27-03-2026 08:00:00",21.258815,81.578979,CO,28,66,55
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","27-03-2026 08:00:00",21.219665,81.630094,NO2,19,60,37
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","27-03-2026 08:00:00",21.237755,81.705301,NH3,2,9,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","27-03-2026 08:00:00",21.371751,81.664929,NO2,14,46,30
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","27-03-2026 08:00:00",21.371751,81.664929,SO2,4,51,18
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","27-03-2026 08:00:00",21.371751,81.664929,CO,10,20,17
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","27-03-2026 08:00:00",22.06631475,83.33820077,SO2,5,93,14
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","27-03-2026 08:00:00",28.647622,77.3158090,PM10,40,463,215
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","27-03-2026 08:00:00",28.647622,77.3158090,NH3,6,11,7
India,Delhi,Delhi,"Bawana, Delhi - DPCC","27-03-2026 08:00:00",28.776200,77.051074,NO2,11,61,26
India,Delhi,Delhi,"Bawana, Delhi - DPCC","27-03-2026 08:00:00",28.776200,77.051074,SO2,13,42,20
India,Delhi,Delhi,"Bawana, Delhi - DPCC","27-03-2026 08:00:00",28.776200,77.051074,CO,27,105,41
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","27-03-2026 08:00:00","28.615828 ","77.271992 ",PM2.5,40,208,107
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","27-03-2026 08:00:00","28.615828 ","77.271992 ",CO,90,111,101
India,Delhi,Delhi,"DTU, Delhi - CPCB","27-03-2026 08:00:00",28.7500499,77.1112615,PM10,52,161,92
India,Delhi,Delhi,"DTU, Delhi - CPCB","27-03-2026 08:00:00",28.7500499,77.1112615,NO2,26,49,44
India,Delhi,Delhi,"DTU, Delhi - CPCB","27-03-2026 08:00:00",28.7500499,77.1112615,SO2,24,38,32
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","27-03-2026 08:00:00",28.498571,77.264840,PM10,46,230,127
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","27-03-2026 08:00:00",28.5710274,77.0719006,PM10,112,418,202
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","27-03-2026 08:00:00",28.5627763,77.1180053,PM2.5,17,231,106
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","27-03-2026 08:00:00",28.5627763,77.1180053,PM10,25,249,145
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","27-03-2026 08:00:00",28.5627763,77.1180053,OZONE,20,116,22
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","27-03-2026 08:00:00",28.6811736,77.3025234,NO2,28,102,69
India,Delhi,Delhi,"ITO, Delhi - CPCB","27-03-2026 08:00:00",28.628624,77.241060,CO,22,66,41
India,Delhi,Delhi,"JNU, Delhi - DPCC","27-03-2026 08:00:00","28.540721 ","77.168544 ",SO2,17,20,18
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","27-03-2026 08:00:00",28.732820,77.170633,PM2.5,58,363,196
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","27-03-2026 08:00:00",28.732820,77.170633,NO2,37,129,77
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","27-03-2026 08:00:00",28.636429,77.201067,OZONE,2,163,21
India,Delhi,Delhi,"Mundka, Delhi - DPCC","27-03-2026 08:00:00",28.684678,77.076574,PM10,104,490,200
India,Delhi,Delhi,"Mundka, Delhi - DPCC","27-03-2026 08:00:00",28.684678,77.076574,NO2,66,120,84
India,Delhi,Delhi,"Mundka, Delhi - DPCC","27-03-2026 08:00:00",28.684678,77.076574,OZONE,7,91,15
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","27-03-2026 08:00:00",28.611281,77.237738,CO,48,90,75
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","27-03-2026 08:00:00",28.636429,77.201067,PM2.5,127,308,203
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","27-03-2026 08:00:00",28.636429,77.201067,CO,59,100,70
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","27-03-2026 08:00:00",28.542460,77.191651,PM2.5,25,123,75
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","27-03-2026 08:00:00",28.542460,77.191651,PM10,42,212,155
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","27-03-2026 08:00:00",28.656756,77.227234,PM2.5,72,238,106
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","27-03-2026 08:00:00",28.570173,76.933762,NH3,12,14,13
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","27-03-2026 08:00:00",28.570173,76.933762,SO2,17,91,30
India,Delhi,Delhi,"Narela, Delhi - DPCC","27-03-2026 08:00:00",28.822836,77.101981,OZONE,10,84,14
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","27-03-2026 08:00:00",28.567890,77.250515,PM2.5,22,362,108
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","27-03-2026 08:00:00",28.567890,77.250515,NH3,5,11,8
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","27-03-2026 08:00:00",28.567890,77.250515,OZONE,3,226,16
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","27-03-2026 08:00:00",28.57834,77.18400,CO,20,57,29
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","27-03-2026 08:00:00",28.6573814,77.1585447,NO2,13,88,44
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","27-03-2026 08:00:00",28.6573814,77.1585447,CO,1,102,18
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","27-03-2026 08:00:00",28.530785,77.271255,NO2,45,153,88
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","27-03-2026 08:00:00",23.023389,72.515201,NH3,2,8,4
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","27-03-2026 08:00:00",23.076793,72.627874,PM2.5,21,65,41
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","27-03-2026 08:00:00",23.076793,72.627874,SO2,6,26,13
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","27-03-2026 08:00:00",21.613267,73.010555,NH3,5,9,6
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","27-03-2026 08:00:00",21.613267,73.010555,CO,40,66,56
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","27-03-2026 08:00:00",23.163798,72.677768,PM10,91,164,123
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","27-03-2026 08:00:00",23.163798,72.677768,SO2,12,24,18
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","27-03-2026 08:00:00",23.243639,72.68994,NO2,8,28,16
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","27-03-2026 08:00:00",23.243639,72.68994,NH3,5,10,7
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","27-03-2026 08:00:00",28.699793,77.165453,SO2,16,43,28
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","27-03-2026 08:00:00",23.107969,72.574648,NH3,2,7,4
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","27-03-2026 08:00:00",23.107969,72.574648,CO,10,51,15
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","27-03-2026 08:00:00",22.977134,72.553024,NO2,39,152,79
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","27-03-2026 08:00:00",23.002657,72.591912,SO2,32,70,59
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","27-03-2026 08:00:00",23.020509,72.579261,CO,2,105,59
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","27-03-2026 08:00:00",28.530785,77.271255,CO,6,84,42
India,Delhi,Delhi,"Pusa, Delhi - DPCC","27-03-2026 08:00:00",28.639652,77.146275,NO2,48,125,85
India,Delhi,Delhi,"Pusa, Delhi - DPCC","27-03-2026 08:00:00",28.639652,77.146275,SO2,17,45,27
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","27-03-2026 08:00:00",28.563262,77.186937,PM10,62,261,143
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","27-03-2026 08:00:00",28.710508,77.249485,PM10,94,293,156
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","27-03-2026 08:00:00",28.710508,77.249485,NO2,21,85,35
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","27-03-2026 08:00:00",28.531346,77.190156,SO2,3,7,5
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","27-03-2026 08:00:00","28.594004 ","76.909423 ",CO,123,135,131
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","27-03-2026 08:00:00",28.570173,76.933762,NO2,20,73,50
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","27-03-2026 08:00:00",23.016834,72.625775,SO2,7,119,49
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","27-03-2026 08:00:00",23.041137,72.456691,PM2.5,36,94,56
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","27-03-2026 08:00:00",28.6514781,77.1473105,PM2.5,93,300,173
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","27-03-2026 08:00:00",28.6514781,77.1473105,PM10,80,251,138
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","27-03-2026 08:00:00",28.672342,77.315260,PM2.5,55,320,115
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","27-03-2026 08:00:00",23.221714,72.654328,PM10,48,109,78
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","27-03-2026 08:00:00",23.221714,72.654328,NO2,23,44,30
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","27-03-2026 08:00:00",23.593150,72.372792,CO,52,63,56
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","27-03-2026 08:00:00",22.248853,70.776774,PM2.5,23,161,57
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","27-03-2026 08:00:00",22.248853,70.776774,SO2,7,43,23
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","27-03-2026 08:00:00",22.248853,70.776774,OZONE,4,16,4
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","27-03-2026 08:00:00","21.217779 ","72.834787 ",PM2.5,31,149,82
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","27-03-2026 08:00:00","21.217779 ","72.834787 ",NH3,1,2,2
India,Gujarat,Surat,"Science Center, Surat - SMC","27-03-2026 08:00:00",21.170046,72.795405,PM2.5,39,146,63
India,Gujarat,Surat,"Science Center, Surat - SMC","27-03-2026 08:00:00",21.170046,72.795405,NO2,17,24,19
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","27-03-2026 08:00:00",22.320153,73.216285,OZONE,2,9,2
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","27-03-2026 08:00:00",20.362421,72.918013,NH3,4,5,4
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","27-03-2026 08:00:00",30.379589,76.778328,NO2,8,12,10
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","27-03-2026 08:00:00",30.379589,76.778328,SO2,15,31,22
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","27-03-2026 08:00:00",28.6701,76.9254,PM2.5,13,500,212
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","27-03-2026 08:00:00",28.6701,76.9254,CO,46,50,48
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","27-03-2026 08:00:00",28.3419248,77.319699,NO2,19,21,20
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","27-03-2026 08:00:00",29.695300,77.002700,OZONE,21,57,24
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","27-03-2026 08:00:00",29.966942,76.875879,PM2.5,56,141,77
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","27-03-2026 08:00:00",29.966942,76.875879,PM10,82,127,98
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","27-03-2026 08:00:00",27.9002,76.9938,CO,20,77,40
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","27-03-2026 08:00:00",28.360699,76.936090,SO2,3,14,8
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","27-03-2026 08:00:00",28.360699,76.936090,CO,2,28,12
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","27-03-2026 08:00:00",28.060249,76.113115,SO2,7,8,8
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","27-03-2026 08:00:00",28.593883,76.270653,PM10,47,403,108
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","27-03-2026 08:00:00",28.376058,77.315741,CO,40,40,40
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","27-03-2026 08:00:00",28.4417,77.3217,NH3,10,12,11
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","27-03-2026 08:00:00",28.4417,77.3217,SO2,4,4,4
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","27-03-2026 08:00:00",28.4417,77.3217,CO,23,63,61
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","27-03-2026 08:00:00",28.4417,77.3217,OZONE,10,11,10
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","27-03-2026 08:00:00",29.503664,75.467934,PM10,39,278,151
